id,url_id,user_id,event_type,timestamp,details
86,86,235,created,2026-01-04 18:40:06,"{""short_code"":""KQqHgS"",""original_url"":""https://opswise.net/amber/yard/86""}"
87,87,173,created,2025-01-07 05:34:43,"{""short_code"":""n0VXRa"",""original_url"":""https://hackstack.io/navy/beacon/87""}"
88,88,86,created,2025-03-26 12:16:53,"{""short_code"":""0qmfqr"",""original_url"":""https://seeded.app/ivory/network/88""}"
89,89,270,created,2025-01-14 16:18:17,"{""short_code"":""VllcAV"",""original_url"":""https://relay.cloud/lively/signal/89""}"
90,90,320,created,2026-02-17 04:41:08,"{""short_code"":""i8wMgD"",""original_url"":""https://opswise.net/warm/canyon/90""}"
91,91,78,created,2025-11-17 22:58:02,"{""short_code"":""MQ6dPg"",""original_url"":""https://acme.dev/lively/beacon/91""}"
92,92,32,created,2025-11-02 18:37:55,"{""short_code"":""f7LAsb"",""original_url"":""https://acme.dev/navy/meadow/92""}"
93,93,217,created,2025-09-02 08:37:38,"{""short_code"":""DhFDkJ"",""original_url"":""https://example.com/dawn/quartz/93""}"
94,94,301,created,2025-10-31 10:50:41,"{""short_code"":""9k5pZd"",""original_url"":""https://example.com/lively/valley/94""}"
95,95,141,created,2025-02-24 15:36:50,"{""short_code"":""CfmxRU"",""original_url"":""https://opswise.net/mellow/window/95""}"
96,96,360,created,2025-08-02 01:00:53,"{""short_code"":""9pSQDP"",""original_url"":""https://acme.dev/brisk/engine/96""}"
97,97,131,created,2026-01-07 12:56:46,"{""short_code"":""6mDhLK"",""original_url"":""https://acme.dev/navy/lagoon/97""}"
98,98,67,created,2025-02-18 04:29:20,"{""short_code"":""nYBCDf"",""original_url"":""https://hackstack.io/cobalt/yard/98""}"
99,99,392,created,2025-05-23 05:07:57,"{""short_code"":""zQBj5v"",""original_url"":""https://hackstack.io/opal/network/99""}"
100,100,147,created,2025-05-13 10:55:04,"{""short_code"":""f3RNsz"",""original_url"":""https://relay.cloud/tidy/island/100""}"
101,101,7,created,2025-01-06 05:07:00,"{""short_code"":""aFP3kr"",""original_url"":""https://hackstack.io/opal/island/101""}"
102,102,357,created,2025-03-27 06:59:44,"{""short_code"":""dHnh9Q"",""original_url"":""https://hackstack.io/mellow/canyon/102""}"
103,103,22,created,2025-04-15 12:05:45,"{""short_code"":""aA1R6X"",""original_url"":""https://example.com/mellow/river/103""}"
104,104,203,created,2025-09-03 19:26:24,"{""short_code"":""GQPGVu"",""original_url"":""https://example.com/navy/journey/104""}"
105,105,272,created,2025-07-07 21:05:00,"{""short_code"":""SLahxe"",""original_url"":""https://acme.dev/amber/window/105""}"
106,106,15,created,2025-09-17 22:18:03,"{""short_code"":""tgixmH"",""original_url"":""https://acme.dev/proud/harvest/106""}"
107,107,116,created,2026-01-27 17:30:39,"{""short_code"":""pvewyW"",""original_url"":""https://relay.cloud/quiet/window/107""}"
108,108,18,created,2025-03-22 07:55:47,"{""short_code"":""rDyypT"",""original_url"":""https://seeded.app/tidy/lagoon/108""}"
109,109,60,created,2025-07-02 21:52:26,"{""short_code"":""GEWWxo"",""original_url"":""https://example.com/amber/river/109""}"
110,110,337,created,2025-11-09 12:18:02,"{""short_code"":""E4zlet"",""original_url"":""https://example.com/opal/quartz/110""}"
111,111,155,created,2025-06-13 04:03:22,"{""short_code"":""RBCVgW"",""original_url"":""https://hackstack.io/opal/garden/111""}"
112,112,275,created,2025-05-06 16:18:51,"{""short_code"":""JgYjLb"",""original_url"":""https://example.com/gold/pioneer/112""}"
113,113,223,created,2025-07-07 03:16:57,"{""short_code"":""ARV0Iw"",""original_url"":""https://hackstack.io/gold/orbit/113""}"
114,114,261,created,2025-06-30 12:46:23,"{""short_code"":""aIVL6B"",""original_url"":""https://example.com/warm/engine/114""}"
115,115,198,created,2025-08-18 14:22:16,"{""short_code"":""mxosqw"",""original_url"":""https://hackstack.io/gold/engine/115""}"
116,116,79,created,2026-01-03 06:38:25,"{""short_code"":""0KYBWf"",""original_url"":""https://opswise.net/jade/valley/116""}"
117,117,43,created,2025-08-18 06:30:07,"{""short_code"":""SVl278"",""original_url"":""https://seeded.app/calm/beacon/117""}"
118,118,19,created,2025-04-04 16:28:09,"{""short_code"":""rprW4c"",""original_url"":""https://acme.dev/gold/valley/118""}"
119,119,132,created,2025-02-09 03:45:08,"{""short_code"":""SHTwUC"",""original_url"":""https://acme.dev/silver/zenith/119""}"
120,120,64,created,2025-09-21 01:26:56,"{""short_code"":""vAS2q3"",""original_url"":""https://hackstack.io/calm/delta/120""}"
121,121,184,created,2025-03-04 09:35:48,"{""short_code"":""p32XZy"",""original_url"":""https://opswise.net/ember/anchor/121""}"
122,122,282,created,2025-01-22 15:24:27,"{""short_code"":""i0gsFF"",""original_url"":""https://example.com/opal/valley/122""}"
123,123,320,created,2025-10-30 07:27:06,"{""short_code"":""f8K4gt"",""original_url"":""https://hackstack.io/young/garden/123""}"
124,124,198,created,2025-02-18 18:25:20,"{""short_code"":""nGMZPc"",""original_url"":""https://seeded.app/brisk/lagoon/124""}"
125,125,18,created,2025-03-08 23:19:14,"{""short_code"":""85T8a9"",""original_url"":""https://relay.cloud/amber/island/125""}"
126,126,52,created,2025-12-27 04:13:57,"{""short_code"":""8Vn7Tk"",""original_url"":""https://acme.dev/dawn/yard/126""}"
127,127,148,created,2025-08-05 17:34:36,"{""short_code"":""NMLnCt"",""original_url"":""https://hackstack.io/clear/journey/127""}"
128,128,204,created,2026-02-13 03:41:54,"{""short_code"":""Kv7dzc"",""original_url"":""https://example.com/rapid/uplink/128""}"
129,129,163,created,2025-02-24 18:26:10,"{""short_code"":""xVd8UD"",""original_url"":""https://opswise.net/warm/valley/129""}"
130,130,251,created,2025-09-03 04:52:51,"{""short_code"":""FURzLp"",""original_url"":""https://acme.dev/brisk/island/130""}"
131,131,166,created,2025-09-30 08:19:01,"{""short_code"":""V7ZPom"",""original_url"":""https://opswise.net/navy/lagoon/131""}"
132,132,304,created,2025-08-22 01:35:24,"{""short_code"":""HEaAPW"",""original_url"":""https://relay.cloud/ember/meadow/132""}"
133,133,376,created,2025-08-06 10:56:19,"{""short_code"":""a1tvOx"",""original_url"":""https://seeded.app/rapid/delta/133""}"
134,134,203,created,2025-12-20 13:51:52,"{""short_code"":""LTKIRL"",""original_url"":""https://example.com/gold/canyon/134""}"
135,135,151,created,2025-06-15 07:03:24,"{""short_code"":""Z005jr"",""original_url"":""https://example.com/amber/quartz/135""}"
136,136,90,created,2025-03-27 20:29:46,"{""short_code"":""HExVjr"",""original_url"":""https://hackstack.io/harbor/window/136""}"
137,137,137,created,2025-01-15 06:41:47,"{""short_code"":""GKlX6G"",""original_url"":""https://relay.cloud/opal/harvest/137""}"
138,138,251,created,2025-10-01 15:54:24,"{""short_code"":""F51bnt"",""original_url"":""https://example.com/navy/meadow/138""}"
139,139,25,created,2025-11-02 10:06:32,"{""short_code"":""0eLR6h"",""original_url"":""https://example.com/jade/beacon/139""}"
140,140,61,created,2025-07-12 18:55:57,"{""short_code"":""jplLX7"",""original_url"":""https://opswise.net/dawn/valley/140""}"
141,141,329,created,2025-11-04 12:45:21,"{""short_code"":""j3H8P5"",""original_url"":""https://hackstack.io/harbor/anchor/141""}"
142,142,157,created,2025-06-19 21:10:08,"{""short_code"":""RyLqTj"",""original_url"":""https://hackstack.io/lively/yard/142""}"
143,143,124,created,2025-10-21 20:01:24,"{""short_code"":""gvKu1E"",""original_url"":""https://acme.dev/mellow/pioneer/143""}"
144,144,25,created,2025-11-06 14:56:53,"{""short_code"":""cB71Q8"",""original_url"":""https://acme.dev/mellow/trail/144""}"
145,145,311,created,2025-03-24 09:14:45,"{""short_code"":""uEVki3"",""original_url"":""https://seeded.app/jade/lagoon/145""}"
146,146,231,created,2025-12-26 15:55:38,"{""short_code"":""MKgB6p"",""original_url"":""https://relay.cloud/ember/yard/146""}"
147,147,266,created,2025-11-23 22:56:17,"{""short_code"":""4MoRGa"",""original_url"":""https://seeded.app/mellow/journey/147""}"
148,148,176,created,2025-05-20 18:37:45,"{""short_code"":""90h6S4"",""original_url"":""https://seeded.app/harbor/pioneer/148""}"
149,149,181,created,2025-05-12 17:22:16,"{""short_code"":""i3mn4q"",""original_url"":""https://acme.dev/gold/kernel/149""}"
150,150,233,created,2025-12-11 12:50:16,"{""short_code"":""KefP4R"",""original_url"":""https://hackstack.io/gold/anchor/150""}"
151,151,215,created,2025-09-27 14:55:04,"{""short_code"":""F8ySyw"",""original_url"":""https://seeded.app/dawn/lagoon/151""}"
152,152,339,created,2025-04-17 02:26:13,"{""short_code"":""0OyEOg"",""original_url"":""https://relay.cloud/opal/orbit/152""}"
153,153,217,created,2025-05-08 16:38:11,"{""short_code"":""cS6EXN"",""original_url"":""https://example.com/warm/pioneer/153""}"
154,154,172,created,2025-07-22 09:08:00,"{""short_code"":""bl4RR6"",""original_url"":""https://seeded.app/gold/canyon/154""}"
155,155,102,created,2025-08-03 21:32:27,"{""short_code"":""zbfEw7"",""original_url"":""https://relay.cloud/rapid/zenith/155""}"
156,156,301,created,2025-02-28 00:31:08,"{""short_code"":""45oEzp"",""original_url"":""https://opswise.net/tidy/canyon/156""}"
157,157,217,created,2026-01-30 09:23:35,"{""short_code"":""9HugTv"",""original_url"":""https://hackstack.io/jade/lagoon/157""}"
158,158,220,created,2025-08-06 18:49:01,"{""short_code"":""7HxPxc"",""original_url"":""https://seeded.app/clear/valley/158""}"
159,159,363,created,2025-07-16 01:45:56,"{""short_code"":""zsEEGH"",""original_url"":""https://example.com/rapid/orbit/159""}"
160,160,246,created,2025-12-17 18:50:00,"{""short_code"":""XVWe8y"",""original_url"":""https://relay.cloud/vivid/uplink/160""}"
161,161,56,created,2025-09-21 09:30:56,"{""short_code"":""y3iOFy"",""original_url"":""https://opswise.net/silver/network/161""}"
162,162,226,created,2026-01-02 20:55:27,"{""short_code"":""8rXLTV"",""original_url"":""https://acme.dev/gold/meadow/162""}"
163,163,393,created,2026-02-01 19:23:30,"{""short_code"":""ciQYox"",""original_url"":""https://example.com/jade/window/163""}"
164,164,115,created,2025-02-12 19:53:52,"{""short_code"":""oyh6pa"",""original_url"":""https://opswise.net/lively/garden/164""}"
165,165,7,created,2025-12-02 11:14:13,"{""short_code"":""rVxqu0"",""original_url"":""https://example.com/ember/beacon/165""}"
166,166,65,created,2025-03-30 05:49:20,"{""short_code"":""1v5qMz"",""original_url"":""https://hackstack.io/dawn/garden/166""}"
167,167,4,created,2025-06-17 23:45:12,"{""short_code"":""6odm8j"",""original_url"":""https://example.com/proud/river/167""}"
168,168,314,created,2025-09-13 07:51:20,"{""short_code"":""qqrALD"",""original_url"":""https://relay.cloud/rapid/zenith/168""}"
169,169,260,created,2025-04-13 18:53:49,"{""short_code"":""e8cXoc"",""original_url"":""https://example.com/quiet/meadow/169""}"
170,170,118,created,2025-07-04 10:28:16,"{""short_code"":""Gf3Nph"",""original_url"":""https://acme.dev/lively/uplink/170""}"
171,171,141,created,2025-10-14 11:04:44,"{""short_code"":""WR9IUz"",""original_url"":""https://example.com/young/quartz/171""}"
172,172,176,created,2026-01-05 10:57:35,"{""short_code"":""vl63sx"",""original_url"":""https://relay.cloud/ember/trail/172""}"
173,173,87,created,2025-12-13 19:12:39,"{""short_code"":""LuJG1x"",""original_url"":""https://seeded.app/rapid/engine/173""}"
174,174,314,created,2025-02-07 04:33:11,"{""short_code"":""APHxwH"",""original_url"":""https://acme.dev/harbor/pioneer/174""}"
175,175,23,created,2025-12-20 14:19:32,"{""short_code"":""3rQD01"",""original_url"":""https://acme.dev/gold/kernel/175""}"
176,176,140,created,2025-03-13 15:41:44,"{""short_code"":""94zYT9"",""original_url"":""https://opswise.net/young/delta/176""}"
177,177,289,created,2025-02-01 08:23:14,"{""short_code"":""anuKr1"",""original_url"":""https://hackstack.io/amber/orbit/177""}"
178,178,305,created,2025-12-28 20:07:39,"{""short_code"":""KMYSAk"",""original_url"":""https://hackstack.io/young/orbit/178""}"
179,179,359,created,2025-05-26 10:45:09,"{""short_code"":""bk9zai"",""original_url"":""https://hackstack.io/ivory/river/179""}"
180,180,256,created,2025-05-24 20:59:33,"{""short_code"":""OUCQdn"",""original_url"":""https://relay.cloud/ivory/island/180""}"
181,181,357,created,2025-02-04 19:35:36,"{""short_code"":""gyPBYd"",""original_url"":""https://hackstack.io/navy/uplink/181""}"
182,182,23,created,2025-01-01 15:43:00,"{""short_code"":""Am17xZ"",""original_url"":""https://relay.cloud/urban/river/182""}"
183,183,82,created,2025-05-26 11:41:32,"{""short_code"":""zI2zku"",""original_url"":""https://hackstack.io/brisk/canyon/183""}"
184,184,129,created,2025-11-22 14:23:06,"{""short_code"":""JHzVQA"",""original_url"":""https://seeded.app/jade/pioneer/184""}"
185,185,295,created,2025-11-16 23:10:43,"{""short_code"":""lXCuot"",""original_url"":""https://relay.cloud/gold/field/185""}"
186,186,265,created,2025-05-30 18:04:03,"{""short_code"":""98T1tz"",""original_url"":""https://example.com/rapid/lagoon/186""}"
187,187,159,created,2025-08-24 17:17:27,"{""short_code"":""o0Ok3s"",""original_url"":""https://relay.cloud/silver/meadow/187""}"
188,188,362,created,2025-05-19 20:11:52,"{""short_code"":""jhfzgq"",""original_url"":""https://opswise.net/jade/lagoon/188""}"
189,189,399,created,2025-08-15 04:08:26,"{""short_code"":""1kX2fE"",""original_url"":""https://acme.dev/jade/anchor/189""}"
190,190,141,created,2025-04-07 07:16:55,"{""short_code"":""WU1LeZ"",""original_url"":""https://example.com/ivory/anchor/190""}"
191,191,274,created,2025-05-14 22:10:55,"{""short_code"":""vbY8Et"",""original_url"":""https://acme.dev/gold/harvest/191""}"
192,192,273,created,2025-01-07 20:34:53,"{""short_code"":""76qH2G"",""original_url"":""https://example.com/lively/signal/192""}"
193,193,101,created,2025-02-10 14:18:46,"{""short_code"":""yzJcbM"",""original_url"":""https://hackstack.io/tidy/orbit/193""}"
194,194,309,created,2025-03-17 01:21:45,"{""short_code"":""9q4mZF"",""original_url"":""https://hackstack.io/young/anchor/194""}"
195,195,53,created,2025-04-24 17:02:43,"{""short_code"":""R68Crg"",""original_url"":""https://opswise.net/vivid/valley/195""}"
196,196,215,created,2026-01-17 04:19:01,"{""short_code"":""0dEUrD"",""original_url"":""https://relay.cloud/vivid/signal/196""}"
197,197,149,created,2025-05-28 05:05:59,"{""short_code"":""zPzKOa"",""original_url"":""https://acme.dev/clear/lagoon/197""}"
198,198,294,created,2025-09-04 19:07:36,"{""short_code"":""DZECZc"",""original_url"":""https://relay.cloud/brisk/lagoon/198""}"
199,199,165,created,2025-01-16 03:59:53,"{""short_code"":""YvPWdQ"",""original_url"":""https://example.com/ember/canyon/199""}"
200,200,391,created,2025-11-28 06:30:46,"{""short_code"":""X9xIgZ"",""original_url"":""https://example.com/jade/orbit/200""}"
201,201,170,created,2025-10-06 06:27:02,"{""short_code"":""KW6Aci"",""original_url"":""https://hackstack.io/mellow/harvest/201""}"
202,202,74,created,2026-02-12 21:08:40,"{""short_code"":""B82oaA"",""original_url"":""https://opswise.net/quiet/lagoon/202""}"
203,203,13,created,2025-05-12 09:27:44,"{""short_code"":""JgHXDR"",""original_url"":""https://relay.cloud/young/network/203""}"
204,204,364,created,2025-03-08 17:52:23,"{""short_code"":""ICs8cf"",""original_url"":""https://seeded.app/ember/yard/204""}"
205,205,157,created,2025-05-27 22:03:16,"{""short_code"":""gDhspx"",""original_url"":""https://seeded.app/warm/island/205""}"
206,206,229,created,2025-11-23 23:40:38,"{""short_code"":""hpxRDX"",""original_url"":""https://opswise.net/jade/garden/206""}"
207,207,23,created,2025-07-25 22:30:53,"{""short_code"":""mR4A71"",""original_url"":""https://hackstack.io/lively/yard/207""}"
208,208,175,created,2025-08-23 17:19:11,"{""short_code"":""ENJETg"",""original_url"":""https://acme.dev/silver/yard/208""}"
209,209,41,created,2025-11-20 05:13:50,"{""short_code"":""iDUA65"",""original_url"":""https://opswise.net/keen/journey/209""}"
210,210,48,created,2025-04-18 01:06:36,"{""short_code"":""ahK0bG"",""original_url"":""https://opswise.net/harbor/journey/210""}"
211,211,62,created,2025-12-09 11:41:53,"{""short_code"":""SWiaRI"",""original_url"":""https://hackstack.io/silver/river/211""}"
212,212,219,created,2025-10-27 22:38:00,"{""short_code"":""zUbqAp"",""original_url"":""https://opswise.net/ember/delta/212""}"
213,213,360,created,2025-02-12 00:27:12,"{""short_code"":""BcG7yS"",""original_url"":""https://seeded.app/brisk/window/213""}"
214,214,290,created,2025-12-26 08:10:34,"{""short_code"":""44fwIL"",""original_url"":""https://example.com/ember/window/214""}"
215,215,63,created,2025-07-18 19:31:27,"{""short_code"":""b7EQC7"",""original_url"":""https://acme.dev/tidy/beacon/215""}"
216,216,113,created,2025-06-19 13:37:49,"{""short_code"":""Of5xwY"",""original_url"":""https://opswise.net/silver/valley/216""}"
